name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Kia Seltos,2007,1074765,49741,Petrol,Trustmark Dealer,Automatic,First Owner,22.43,1532,190.41,212.66,7,1465219.564915658
Skoda Rapid,2010,175572,28201,Petrol,Dealer,Automatic,First Owner,17.2,2816,136.21,256.52,6,249429.63174322995
Maruti Baleno,2022,291083,151401,Diesel,Dealer,Automatic,Fourth & Above Owner,12.23,2370,67.65,294.24,4,424813.05599274056
Skoda Rapid,2018,765857,116948,CNG,Individual,Automatic,Third Owner,21.43,1853,140.9,131.4,7,1008546.8572117984
Ford Ecosport,2015,827210,66293,Petrol,Trustmark Dealer,Manual,Third Owner,22.23,957,164.03,217.83,6,1135011.8539010878
Tata Nexon,2009,902059,9502,Diesel,Trustmark Dealer,Manual,Second Owner,32.41,945,92.11,182.63,6,1098631.7637537313
Renault Duster,2019,334330,153070,CNG,Individual,Automatic,Fourth & Above Owner,30.15,943,120.96,195.42,7,397778.53046376986
Skoda Rapid,2017,169583,85416,LPG,Dealer,Automatic,First Owner,11.72,2324,93.2,125.69,6,224080.443970918
Ford Ecosport,2010,50000,100364,CNG,Individual,Automatic,Third Owner,33.53,2020,150.63,326.05,6,60500.60595971945
Skoda Rapid,2016,953912,114867,Electric,Individual,Manual,Third Owner,27.77,2851,87.33,241.46,5,1155329.209225109
Honda City,2022,168839,82505,Electric,Individual,Automatic,Third Owner,12.5,2541,178.7,158.93,6,248591.86843968448
Maruti Swift,2021,1404672,172695,LPG,Dealer,Manual,Fourth & Above Owner,15.65,2235,195.43,211.36,5,1789778.4231798446
Hyundai i20,2011,50000,158635,CNG,Dealer,Automatic,Fourth & Above Owner,28.11,2604,182.17,133.72,7,73643.96290455993
Maruti Swift,2022,484810,25927,LPG,Trustmark Dealer,Automatic,Second Owner,32.98,908,97.92,144.78,5,571168.9945104023
Maruti Baleno,2011,78501,8896,Electric,Dealer,Manual,Fourth & Above Owner,32.31,1000,56.91,208.69,7,97884.89779839574
Renault Duster,2020,1052324,130252,Diesel,Individual,Manual,First Owner,15.66,965,86.2,338.56,5,1547167.7732549713
Renault Duster,2006,496726,128862,LPG,Trustmark Dealer,Manual,First Owner,18.82,2437,136.87,327.29,5,578546.5375644696
Kia Seltos,2011,1213440,42176,LPG,Dealer,Manual,Third Owner,30.8,970,59.97,170.92,7,1619224.461732892
Kia Seltos,2016,576626,139138,Electric,Trustmark Dealer,Manual,Third Owner,23.9,2655,120.29,216.26,6,721888.620693772
Ford Ecosport,2011,766417,83250,Petrol,Dealer,Automatic,Second Owner,33.37,1314,81.23,332.41,7,905623.7978502146
Maruti Baleno,2019,1198878,197637,CNG,Dealer,Automatic,Second Owner,13.8,2074,111.3,301.84,4,1519523.0884022152
Kia Seltos,2014,50000,182488,Electric,Individual,Manual,Third Owner,33.71,1196,92.14,300.59,4,63837.084908507066
Ford Ecosport,2010,649010,94155,Diesel,Individual,Manual,First Owner,20.05,1371,176.4,144.08,5,833251.6385235363
Maruti Baleno,2011,890189,187179,Petrol,Individual,Manual,Second Owner,24.46,1461,91.54,144.29,5,1162322.750177499
Tata Nexon,2016,61405,156009,Petrol,Dealer,Manual,First Owner,13.36,2728,128.49,159.41,7,74658.95435590329
Renault Duster,2011,312645,139439,Petrol,Dealer,Manual,Fourth & Above Owner,13.84,2275,133.24,331.59,7,436253.2970821658
Renault Duster,2019,726075,153843,Diesel,Individual,Automatic,Fourth & Above Owner,27.65,1688,64.5,196.44,5,883291.5839058604
Volkswagen Polo,2008,50000,194444,Petrol,Trustmark Dealer,Automatic,Second Owner,19.78,896,130.67,160.55,5,65992.82272731945
Honda City,2010,529089,7791,Diesel,Trustmark Dealer,Automatic,Second Owner,20.12,1325,53.92,297.83,7,733948.9551428404
Ford Ecosport,2013,363096,82116,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,20.53,2151,67.47,138.44,4,469455.8475137207
Renault Duster,2011,289896,99229,LPG,Dealer,Manual,Fourth & Above Owner,18.0,873,196.46,192.35,4,348608.6526960357
Skoda Rapid,2009,901797,102102,Electric,Dealer,Automatic,Third Owner,25.94,1039,79.47,170.95,7,1296888.082079781
Mahindra XUV500,2005,1033935,5342,CNG,Dealer,Manual,Third Owner,30.67,1538,101.07,212.64,7,1335289.221564765
Kia Seltos,2007,578961,139850,Electric,Individual,Manual,First Owner,21.67,1716,58.99,158.68,7,683545.2088490698
Skoda Rapid,2018,1167313,126131,LPG,Individual,Automatic,Second Owner,16.29,2543,129.09,137.78,4,1309034.5644851583
Maruti Swift,2007,112245,119807,CNG,Dealer,Automatic,Second Owner,21.68,1200,171.62,209.09,6,163293.1978545775
Hyundai Creta,2012,50000,41230,CNG,Dealer,Manual,Third Owner,34.46,2532,90.02,118.6,5,63822.94985035068
Hyundai i20,2011,152941,18416,Electric,Trustmark Dealer,Automatic,Third Owner,10.75,1034,102.85,250.17,7,193023.2515783412
Maruti Baleno,2013,838081,174626,Electric,Individual,Automatic,Third Owner,16.74,1673,184.11,155.34,7,1000667.4641129642
Tata Nexon,2007,882522,36062,CNG,Individual,Automatic,Fourth & Above Owner,27.53,2186,185.69,115.17,4,1170502.9665038076
Kia Seltos,2013,352150,171826,Petrol,Dealer,Manual,Fourth & Above Owner,26.79,1540,156.92,190.29,5,399819.4205519176
Honda City,2009,695130,144021,Petrol,Individual,Automatic,Second Owner,18.87,1991,61.25,213.33,5,971261.1876866692
Tata Nexon,2022,1374830,153712,Petrol,Individual,Manual,Second Owner,29.33,1457,166.23,253.22,5,1888154.3316128333
Toyota Innova,2021,735653,118849,LPG,Trustmark Dealer,Manual,First Owner,17.64,1770,145.29,341.4,7,1052541.7094362834
Hyundai i20,2008,627971,88835,Petrol,Dealer,Manual,First Owner,19.12,2616,198.06,338.89,5,810657.8419547541
Kia Seltos,2014,1044939,151927,Electric,Trustmark Dealer,Manual,Third Owner,23.5,2541,162.58,214.6,6,1181251.3863055871
Honda City,2013,50000,94019,LPG,Trustmark Dealer,Automatic,Third Owner,15.82,957,103.56,250.22,6,72146.57942270263
Toyota Innova,2016,1277717,183513,Diesel,Individual,Automatic,First Owner,12.05,1441,150.6,341.49,7,1748403.1304678798
Volkswagen Polo,2009,523803,99837,Electric,Dealer,Manual,Third Owner,21.56,2707,66.54,128.41,7,779282.641588628
Hyundai i20,2013,50000,29910,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,17.8,2050,155.84,140.1,6,68076.0806860171
Maruti Swift,2021,918372,112002,LPG,Trustmark Dealer,Automatic,Third Owner,10.75,1753,64.24,297.84,7,1292228.611576348
Kia Seltos,2018,220793,53177,Petrol,Trustmark Dealer,Automatic,Second Owner,19.54,1415,153.32,118.53,5,328827.0644171806
Hyundai i20,2017,297129,50710,Electric,Trustmark Dealer,Manual,Third Owner,14.46,2039,166.87,298.02,5,363327.6973983724
Toyota Innova,2021,204496,106927,LPG,Trustmark Dealer,Manual,Third Owner,17.42,2266,119.83,237.68,6,238938.1560556675
Mahindra XUV500,2023,536352,192145,Electric,Individual,Manual,Fourth & Above Owner,28.93,2366,165.76,284.32,7,739898.1984035849
Hyundai i20,2016,1002252,166660,Electric,Dealer,Manual,First Owner,30.07,2159,153.88,110.18,6,1227658.8522331049
Hyundai i20,2014,734593,129966,Petrol,Individual,Manual,First Owner,11.16,1560,74.16,271.3,5,955560.8469510876
Hyundai Creta,2006,876995,166599,LPG,Dealer,Manual,Second Owner,27.11,1955,105.47,149.91,4,1239229.8444541632
Kia Seltos,2017,303591,130133,Petrol,Individual,Manual,Fourth & Above Owner,13.05,2061,132.21,142.35,4,384054.4732657908
Hyundai Creta,2014,926007,115796,Petrol,Individual,Manual,Second Owner,19.21,2189,141.86,141.62,6,1110802.1449025942
Volkswagen Polo,2021,700718,191757,Electric,Individual,Manual,Second Owner,24.25,2269,131.24,156.56,4,898045.254552642
Maruti Swift,2023,1257227,158942,Electric,Trustmark Dealer,Automatic,Second Owner,33.46,2011,195.58,301.87,7,1829555.7628759264
Mahindra XUV500,2011,563046,111260,Electric,Dealer,Automatic,Second Owner,27.46,2889,129.22,241.4,6,733545.5863403791
Maruti Baleno,2018,50000,73310,Diesel,Trustmark Dealer,Automatic,First Owner,31.49,1718,177.49,183.73,4,65864.77138443718
Renault Duster,2015,848384,130515,LPG,Individual,Automatic,Second Owner,26.26,2164,124.59,237.06,5,1031693.2047738066
Toyota Innova,2022,1081129,95909,Petrol,Trustmark Dealer,Automatic,Third Owner,21.37,1501,58.86,169.24,5,1319003.328020925
Maruti Baleno,2012,60315,130564,LPG,Trustmark Dealer,Automatic,Third Owner,28.86,2283,116.85,301.31,4,79862.28582136819
Toyota Innova,2022,815697,67207,LPG,Individual,Manual,Third Owner,25.0,2744,120.01,201.37,7,1176822.5152699188
Hyundai Creta,2018,499810,178778,Electric,Trustmark Dealer,Manual,Third Owner,31.46,1408,193.21,274.27,4,609633.7160155084
Toyota Innova,2011,374003,11038,LPG,Trustmark Dealer,Automatic,Third Owner,29.06,1351,130.87,322.93,6,414895.3978810223
Skoda Rapid,2011,1146556,20468,Petrol,Dealer,Automatic,Fourth & Above Owner,16.07,1685,58.62,93.32,5,1379258.3684336706
Ford Ecosport,2008,99266,55504,Petrol,Individual,Automatic,Fourth & Above Owner,10.81,2886,198.54,251.15,5,140672.0198572793
Kia Seltos,2011,506401,136966,Electric,Dealer,Automatic,Third Owner,33.44,1856,164.66,194.43,6,579357.3836015402
Hyundai i20,2019,148891,72125,CNG,Dealer,Automatic,Fourth & Above Owner,34.18,2856,88.76,256.49,6,175381.30580865446
Hyundai Creta,2013,1170533,29501,Petrol,Individual,Manual,Second Owner,28.49,896,60.75,143.24,5,1329248.8639263883
Skoda Rapid,2020,999384,143118,Petrol,Dealer,Manual,First Owner,22.74,2709,79.47,253.4,4,1498658.7743675734
Maruti Baleno,2008,490508,55375,LPG,Dealer,Manual,Third Owner,29.48,2326,128.54,304.56,5,676799.5233363948
Hyundai i20,2020,387928,104881,CNG,Trustmark Dealer,Manual,Third Owner,11.21,1742,199.51,154.15,5,503448.0137626815
Toyota Innova,2009,910484,193285,Electric,Trustmark Dealer,Manual,Second Owner,13.68,1861,168.84,184.03,4,1149171.4270851803
Skoda Rapid,2012,50000,46239,LPG,Dealer,Automatic,Fourth & Above Owner,14.58,2571,193.81,286.37,4,70736.29918747161
Maruti Swift,2011,316054,44724,Electric,Dealer,Manual,Third Owner,25.06,1471,190.08,119.39,4,410898.2297955511
Tata Nexon,2007,246938,130559,Petrol,Dealer,Automatic,First Owner,21.64,2358,139.33,246.2,4,351048.00361586787
Ford Ecosport,2005,624675,41099,Electric,Trustmark Dealer,Manual,First Owner,25.46,1276,168.87,169.83,6,899000.9196776099
Renault Duster,2011,888505,108834,LPG,Individual,Automatic,Third Owner,34.4,1948,82.93,205.55,5,1104455.0155599287
Honda City,2007,69723,155806,Petrol,Individual,Manual,Fourth & Above Owner,19.54,1008,110.49,250.6,6,95158.60711535712
Volkswagen Polo,2010,70699,113348,CNG,Individual,Manual,Second Owner,33.96,2256,159.56,182.48,5,102808.56661473558
Hyundai i20,2020,1037253,53682,Petrol,Individual,Automatic,Fourth & Above Owner,18.42,1912,192.34,316.39,4,1417897.774944712
Renault Duster,2006,136379,96928,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,22.18,2870,122.23,195.91,7,157331.45978423563
Maruti Swift,2007,50000,129976,LPG,Dealer,Manual,First Owner,33.4,1120,119.14,305.46,5,65905.49252744127
Kia Seltos,2021,1310436,14127,Petrol,Individual,Automatic,Fourth & Above Owner,14.99,1773,155.85,230.23,6,1697241.7555655104
Renault Duster,2015,356703,112428,Petrol,Individual,Automatic,Second Owner,28.22,1789,79.41,297.29,6,446938.7800638539
Ford Ecosport,2007,860497,172306,Diesel,Individual,Manual,Second Owner,10.26,1433,176.19,341.38,6,987801.5672129822
Tata Nexon,2008,707264,29968,LPG,Individual,Manual,Fourth & Above Owner,28.1,1551,91.87,287.44,4,916295.7403036682
Kia Seltos,2015,302785,93250,LPG,Dealer,Automatic,Third Owner,32.94,2022,60.02,102.18,4,364885.10555704526
Hyundai Creta,2016,722252,172253,Electric,Individual,Manual,Third Owner,11.2,1017,142.7,163.11,6,901293.0197750276
Tata Nexon,2018,1370553,33068,Electric,Individual,Automatic,Fourth & Above Owner,28.43,2525,70.23,95.3,6,1739414.330331189
Hyundai i20,2008,809066,86832,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,29.98,1100,149.0,199.99,7,1005898.4536812948
Hyundai i20,2011,50000,125267,LPG,Dealer,Manual,First Owner,31.77,2964,149.28,118.49,4,69259.66468824749
Maruti Swift,2009,407255,194249,CNG,Trustmark Dealer,Manual,Third Owner,22.24,1679,168.51,146.45,4,505568.3707330847
Tata Nexon,2015,735463,111146,Electric,Individual,Manual,Fourth & Above Owner,20.74,1463,64.23,96.95,7,986403.0798060223
Renault Duster,2019,1059617,13822,CNG,Dealer,Manual,Second Owner,20.23,2336,180.39,310.58,6,1358170.9465436216
Ford Ecosport,2007,50000,34189,Diesel,Trustmark Dealer,Manual,Third Owner,24.69,2286,180.75,235.15,6,57163.952755543054
Toyota Innova,2005,258104,84552,Electric,Individual,Automatic,Third Owner,24.09,2095,52.8,320.37,7,330174.78248236974
Skoda Rapid,2011,50000,111185,Electric,Individual,Manual,Third Owner,32.11,2402,105.58,205.1,7,60619.53947184586
Skoda Rapid,2014,923274,99559,Petrol,Individual,Automatic,Second Owner,12.26,1871,57.38,290.97,6,1294702.8533097398
Maruti Baleno,2015,265675,36618,CNG,Trustmark Dealer,Manual,Third Owner,34.01,1212,68.84,93.88,7,321572.9058072893
Mahindra XUV500,2014,498967,144600,Electric,Dealer,Manual,Second Owner,33.22,1891,115.06,143.38,4,745905.8893906272
Ford Ecosport,2014,50000,177311,Petrol,Trustmark Dealer,Automatic,First Owner,29.6,2897,138.75,180.73,6,66478.48456296301
Honda City,2021,1098661,79281,CNG,Individual,Automatic,Second Owner,34.0,2653,197.44,194.01,6,1561094.109039778
Renault Duster,2005,470669,77418,Petrol,Dealer,Manual,Third Owner,21.75,2356,195.26,253.59,6,551963.2864806763
Kia Seltos,2011,794171,111176,Diesel,Trustmark Dealer,Automatic,First Owner,19.36,2504,61.0,170.0,6,1096613.689643579
Maruti Swift,2011,954820,77427,LPG,Individual,Manual,First Owner,12.42,2947,67.97,134.83,4,1296623.344295483
Toyota Innova,2007,640285,124082,Diesel,Trustmark Dealer,Automatic,Second Owner,17.86,1760,193.73,112.08,5,796650.376064291
Mahindra XUV500,2009,374161,28324,Diesel,Dealer,Automatic,Fourth & Above Owner,33.22,2856,145.14,279.91,7,426381.8772023444
Tata Nexon,2009,50000,164900,Diesel,Trustmark Dealer,Automatic,First Owner,16.96,1085,194.65,321.63,5,68151.41091276964
Volkswagen Polo,2010,196809,124892,Electric,Dealer,Manual,Second Owner,23.61,1264,198.79,325.99,7,267371.77175963094
Toyota Innova,2023,256559,156787,CNG,Individual,Manual,Third Owner,15.78,1307,92.31,253.27,7,376553.01824300754
Renault Duster,2019,1017124,153160,Petrol,Individual,Automatic,Fourth & Above Owner,11.68,2664,50.3,271.1,4,1260606.8759614767
Skoda Rapid,2011,88255,187428,LPG,Dealer,Automatic,Third Owner,32.38,1038,161.02,310.79,6,102276.04061192708
Tata Nexon,2016,1169590,14456,LPG,Trustmark Dealer,Manual,Third Owner,11.42,2261,79.92,129.71,4,1527750.3390383418
Tata Nexon,2009,720935,58473,CNG,Individual,Automatic,Fourth & Above Owner,34.59,2222,96.2,105.64,6,859113.9678951582
Kia Seltos,2007,307679,104957,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,10.46,1633,86.01,222.68,4,339175.26410331804
Hyundai Creta,2021,721578,34313,Petrol,Individual,Automatic,Second Owner,32.77,929,164.13,194.39,4,900135.0495899954
Tata Nexon,2019,689092,57820,CNG,Individual,Automatic,Second Owner,16.36,1332,139.03,235.56,7,960657.2909643544
Toyota Innova,2013,794050,148208,Petrol,Dealer,Automatic,Fourth & Above Owner,30.09,1793,60.97,312.9,5,1038608.2329468568
Mahindra XUV500,2005,50000,184725,LPG,Trustmark Dealer,Automatic,Third Owner,28.64,2379,143.04,201.45,5,70173.44983894195
Maruti Swift,2006,373449,157022,Electric,Dealer,Automatic,Fourth & Above Owner,34.77,2419,110.86,222.02,4,556626.3982371598
Maruti Swift,2014,66617,143247,LPG,Dealer,Automatic,Fourth & Above Owner,32.22,2155,68.32,198.98,7,98603.4760408186
Hyundai i20,2022,1131147,114998,Electric,Individual,Automatic,First Owner,24.18,2563,114.98,181.85,4,1408553.7467613493
Kia Seltos,2019,660326,25412,Petrol,Trustmark Dealer,Automatic,Second Owner,34.12,2326,73.0,312.19,7,925955.9793867534
Kia Seltos,2005,217385,23170,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,26.72,1263,118.17,276.07,4,296173.52652910264
Toyota Innova,2020,232239,182992,Diesel,Trustmark Dealer,Automatic,First Owner,30.34,2777,100.12,128.61,5,340091.267165146
Kia Seltos,2021,440603,66232,CNG,Individual,Manual,First Owner,28.09,1526,131.01,295.31,5,651564.2698516132
Skoda Rapid,2012,213410,121253,Electric,Trustmark Dealer,Automatic,Third Owner,24.82,1299,90.17,169.13,6,284990.2122078308
Hyundai Creta,2022,413029,50714,Petrol,Dealer,Manual,Second Owner,28.36,2118,103.89,320.93,5,524468.5568173159
Hyundai i20,2017,681687,100994,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,14.74,1026,176.56,197.7,4,822857.3730810033
Toyota Innova,2015,925393,174554,Diesel,Dealer,Manual,Third Owner,33.6,1203,106.59,235.68,5,1326573.007179737
Maruti Baleno,2021,462549,83173,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,29.83,2711,94.6,308.28,7,604302.5191722916
Skoda Rapid,2020,241370,25012,Petrol,Individual,Automatic,Third Owner,17.11,2158,141.02,316.21,5,323352.1314544243
Renault Duster,2013,352820,48063,Electric,Individual,Manual,First Owner,31.34,2617,65.79,320.14,4,395431.6224358163
Toyota Innova,2006,50000,186224,Electric,Dealer,Automatic,Second Owner,20.32,1840,147.71,132.88,7,67887.66044541246
Kia Seltos,2010,50000,123391,Electric,Individual,Manual,Fourth & Above Owner,12.23,2763,54.81,94.54,6,60348.702236552046
Ford Ecosport,2018,132104,125716,LPG,Individual,Manual,First Owner,11.36,1808,54.42,271.47,5,167796.0532527045
Ford Ecosport,2021,853107,179719,Electric,Dealer,Manual,Fourth & Above Owner,13.7,1971,97.97,314.65,7,1072801.7330306896
Ford Ecosport,2022,545193,140896,LPG,Trustmark Dealer,Automatic,Third Owner,31.03,1422,179.47,233.97,6,785313.0599572671
Maruti Baleno,2016,750363,180926,Petrol,Individual,Automatic,First Owner,25.64,2092,168.65,260.12,6,1120730.308054065
Honda City,2012,421842,70435,CNG,Individual,Automatic,Third Owner,27.06,1300,74.37,276.15,7,613951.7518260098
Tata Nexon,2020,720854,42110,Electric,Individual,Manual,Fourth & Above Owner,10.96,1746,165.67,345.48,6,1070831.4731337563
Renault Duster,2010,812728,83403,Petrol,Trustmark Dealer,Automatic,Third Owner,28.48,2500,87.62,209.37,5,1172611.800506884
Toyota Innova,2010,427582,47857,Petrol,Individual,Manual,Fourth & Above Owner,29.18,1943,189.78,171.04,4,555560.0426483006
Kia Seltos,2019,1247680,69322,Electric,Trustmark Dealer,Manual,Third Owner,24.56,2257,188.9,136.72,7,1598332.1083180164
Skoda Rapid,2009,1010624,166242,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,10.81,2259,128.77,245.79,6,1320989.8226809546
Skoda Rapid,2017,357926,115948,Petrol,Individual,Manual,Third Owner,20.3,2900,70.69,170.32,5,493323.8977270433
Hyundai Creta,2021,446466,195864,Petrol,Trustmark Dealer,Manual,Third Owner,13.95,1587,144.78,322.68,5,572599.6942195545
Honda City,2009,676331,81573,Electric,Dealer,Automatic,First Owner,14.27,2374,77.75,129.53,6,964714.5708055492
Honda City,2019,109984,170726,CNG,Individual,Manual,First Owner,32.84,2274,66.24,197.42,7,164502.98129764342
Mahindra XUV500,2016,1181408,61283,Petrol,Trustmark Dealer,Automatic,Third Owner,10.06,2435,126.43,333.0,4,1708232.4984371793
Renault Duster,2008,50000,131512,CNG,Dealer,Automatic,First Owner,31.99,2093,73.39,199.72,6,74728.85415485164
Kia Seltos,2020,1116109,46066,Petrol,Trustmark Dealer,Manual,First Owner,32.59,1675,120.09,216.96,5,1593669.9696799796
Mahindra XUV500,2011,124293,48555,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,32.51,1408,146.99,202.8,7,162251.39803413354
Volkswagen Polo,2017,203229,27938,LPG,Individual,Manual,First Owner,34.64,2793,182.68,144.2,4,290409.3320423736
Volkswagen Polo,2014,531156,98808,Diesel,Trustmark Dealer,Manual,Third Owner,21.5,2148,86.64,158.4,6,767857.5411601026
Kia Seltos,2023,1347568,126450,Petrol,Dealer,Automatic,First Owner,17.95,963,68.34,200.97,7,1952978.9408202788
Hyundai i20,2015,633251,91715,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,34.07,2666,63.92,257.18,6,753108.4032316011
Maruti Swift,2016,1125609,114716,Petrol,Individual,Manual,Third Owner,13.42,2123,92.48,184.35,4,1525142.0697459436
Honda City,2019,229439,26360,Petrol,Dealer,Manual,Second Owner,11.33,2488,154.48,284.55,7,284908.18650896015
Renault Duster,2016,64561,148729,Diesel,Individual,Manual,Third Owner,22.93,1759,124.56,328.32,4,86781.09149312956
Skoda Rapid,2016,867513,186093,Petrol,Trustmark Dealer,Manual,First Owner,15.31,1596,124.7,302.99,6,1290766.8611109674
Toyota Innova,2014,1262479,65074,LPG,Individual,Automatic,Second Owner,11.91,1642,101.33,150.78,4,1866580.538142753
Volkswagen Polo,2013,1012148,171212,Petrol,Dealer,Manual,Fourth & Above Owner,28.38,1499,197.43,99.68,7,1495255.2545335994
